FIPS,Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Area Name,Tribal Tract,Total Population,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: Asian Alone,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: Asian Alone,Per Capita Income (In 2022 Inflation Adjusted Dollars),Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved WithIn Same County,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different County WithIn Same State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Different State,% Population 1 Year and Over in Households in the United States: Householder Lived in Renter-Occupied Housing Units: Moved From Abroad,Average Commute to Work (In Min),Workers 16 Years and Over:,"Workers 16 Years and Over: Car, Truck, or Van",Workers 16 Years and Over: Public Transportation (Includes Taxicab),Workers 16 Years and Over: Bicycle,Workers 16 Years and Over: Walked,"% Workers 16 Years and Over: Car, Truck, or Van",% Workers 16 Years and Over: Public Transportation (Includes Taxicab),% Workers 16 Years and Over: Bicycle,% Workers 16 Years and Over: Walked,Gini Index
6093001001,"Census Tract 10.01, Siskiyou County, California",ca,140,0,6,93,1001,Census Tract 10.01,,1216,1216,1086,0,0,89.31,0,0,33998,0,0,0,0,0,0,0,0,14,347,321,14,12,0,92.51,4.03,3.46,0,0.3372
6093001002,"Census Tract 10.02, Siskiyou County, California",ca,140,0,6,93,1002,Census Tract 10.02,,1397,1397,1249,0,53,89.41,0,3.79,57967,26,41,0,0,1.86,2.93,0,0,17,622,511,0,0,0,82.15,0,0,0,0.4751
6093001003,"Census Tract 10.03, Siskiyou County, California",ca,140,0,6,93,1003,Census Tract 10.03,,4209,4209,3602,20,56,85.58,0.48,1.33,36449,174,231,19,0,4.14,5.5,0.45,0,17,1535,1125,0,0,159,73.29,0,0,10.36,0.5321
6093001100,"Census Tract 11, Siskiyou County, California",ca,140,0,6,93,1100,Census Tract 11,,2149,2149,1608,50,51,74.83,2.33,2.37,25575,120,131,5,0,5.72,6.24,0.24,0,19,806,707,0,0,45,87.72,0,0,5.58,0.4154
6093001200,"Census Tract 12, Siskiyou County, California",ca,140,0,6,93,1200,Census Tract 12,,1250,1250,1081,14,10,86.48,1.12,0.8,34107,5,0,0,0,0.4,0,0,0,20,387,339,0,3,22,87.6,0,0.78,5.68,0.4449
6093001300,"Census Tract 13, Siskiyou County, California",ca,140,0,6,93,1300,Census Tract 13,,2441,2441,1497,0,111,61.33,0,4.55,28249,177,8,49,0,7.82,0.35,2.17,0,23,799,606,59,0,40,75.84,7.38,0,5.01,0.4781
6095250103,"Census Tract 2501.03, Solano County, California",ca,140,0,6,95,250103,Census Tract 2501.03,,4232,4232,1091,656,1512,25.78,15.5,35.73,40669,64,102,0,0,1.54,2.45,0,0,34,1971,1609,83,0,52,81.63,4.21,0,2.64,0.3779
6095250104,"Census Tract 2501.04, Solano County, California",ca,140,0,6,95,250104,Census Tract 2501.04,,2225,2225,630,420,857,28.31,18.88,38.52,38296,260,47,10,5,12.17,2.2,0.47,0.23,33,968,848,54,0,0,87.6,5.58,0,0,0.4207
6095250105,"Census Tract 2501.05, Solano County, California",ca,140,0,6,95,250105,Census Tract 2501.05,,7595,7595,1356,973,3925,17.85,12.81,51.68,43449,215,317,0,0,2.88,4.24,0,0,40,3000,2473,203,0,0,82.43,6.77,0,0,0.3634
6095250106,"Census Tract 2501.06, Solano County, California",ca,140,0,6,95,250106,Census Tract 2501.06,,3668,3668,965,297,1773,26.31,8.1,48.34,55217,32,22,0,0,0.88,0.61,0,0,34,1884,1556,62,0,0,82.59,3.29,0,0,0.3208
6095250200,"Census Tract 2502, Solano County, California",ca,140,0,6,95,250200,Census Tract 2502,,4560,4560,1405,794,1174,30.81,17.41,25.75,34118,357,147,14,0,7.95,3.27,0.31,0,42,2223,1815,117,0,53,81.65,5.26,0,2.38,0.3925
6095250300,"Census Tract 2503, Solano County, California",ca,140,0,6,95,250300,Census Tract 2503,,3526,3526,1230,545,772,34.88,15.46,21.89,52371,139,219,0,0,4.05,6.38,0,0,42,1703,1538,0,0,20,90.31,0,0,1.17,0.5846
6095250400,"Census Tract 2504, Solano County, California",ca,140,0,6,95,250400,Census Tract 2504,,3511,3511,1679,342,217,47.82,9.74,6.18,33001,0,79,0,0,0,2.26,0,0,33,1651,1485,46,0,0,89.95,2.79,0,0,0.3041
6095250501,"Census Tract 2505.01, Solano County, California",ca,140,0,6,95,250501,Census Tract 2505.01,,2473,2473,1183,247,145,47.84,9.99,5.86,44076,10,30,0,10,0.41,1.24,0,0.41,35,1312,1150,63,4,0,87.65,4.8,0.3,0,0.3819
6095250502,"Census Tract 2505.02, Solano County, California",ca,140,0,6,95,250502,Census Tract 2505.02,,3250,3250,1222,471,744,37.6,14.49,22.89,71499,12,8,0,0,0.38,0.26,0,0,39,1550,1293,35,0,48,83.42,2.26,0,3.1,0.539
6095250601,"Census Tract 2506.01, Solano County, California",ca,140,0,6,95,250601,Census Tract 2506.01,,5270,5270,1135,1205,613,21.54,22.87,11.63,27448,227,29,0,0,4.33,0.55,0,0,34,2271,2022,57,0,0,89.04,2.51,0,0,0.4011
6095250604,"Census Tract 2506.04, Solano County, California",ca,140,0,6,95,250604,Census Tract 2506.04,,4057,4057,930,834,1513,22.92,20.56,37.29,46664,11,370,0,0,0.27,9.15,0,0,34,1784,1472,40,0,6,82.51,2.24,0,0.34,0.3925
6095250605,"Census Tract 2506.05, Solano County, California",ca,140,0,6,95,250605,Census Tract 2506.05,,3969,3969,1352,593,937,34.06,14.94,23.61,54472,66,13,0,0,1.67,0.33,0,0,37,2127,1752,96,0,0,82.37,4.51,0,0,0.3295
6095250701,"Census Tract 2507.01, Solano County, California",ca,140,0,6,95,250701,Census Tract 2507.01,,3579,3579,935,504,337,26.12,14.08,9.42,24663,0,172,0,76,0,4.93,0,2.18,42,1517,1314,56,0,0,86.62,3.69,0,0,0.3952
6095250801,"Census Tract 2508.01, Solano County, California",ca,140,0,6,95,250801,Census Tract 2508.01,,4232,4232,1625,1084,561,38.4,25.61,13.26,47996,307,252,96,43,8.27,6.79,2.59,1.16,37,2202,1637,139,68,57,74.34,6.31,3.09,2.59,0.3109
6095250900,"Census Tract 2509, Solano County, California",ca,140,0,6,95,250900,Census Tract 2509,,2911,2911,442,1446,471,15.18,49.67,16.18,26455,113,327,38,0,4.03,11.67,1.36,0,27,1037,770,58,14,101,74.25,5.59,1.35,9.74,0.559
6095251000,"Census Tract 2510, Solano County, California",ca,140,0,6,95,251000,Census Tract 2510,,2206,2206,778,680,194,35.27,30.83,8.79,40289,22,13,0,11,1,0.59,0,0.5,39,1045,735,106,0,29,70.33,10.14,0,2.78,0.5264
6095251100,"Census Tract 2511, Solano County, California",ca,140,0,6,95,251100,Census Tract 2511,,3015,3015,861,409,183,28.56,13.57,6.07,30544,91,95,33,0,3.07,3.2,1.11,0,38,1468,1228,64,0,2,83.65,4.36,0,0.14,0.4339
6095251200,"Census Tract 2512, Solano County, California",ca,140,0,6,95,251200,Census Tract 2512,,3266,3266,931,542,467,28.51,16.6,14.3,33294,135,142,0,0,4.18,4.39,0,0,33,1818,1542,35,25,21,84.82,1.93,1.38,1.16,0.4061
6095251300,"Census Tract 2513, Solano County, California",ca,140,0,6,95,251300,Census Tract 2513,,3185,3185,2321,108,91,72.87,3.39,2.86,47450,7,72,0,0,0.22,2.27,0,0,37,1562,1297,96,0,0,83.03,6.15,0,0,0.3742
6095251400,"Census Tract 2514, Solano County, California",ca,140,0,6,95,251400,Census Tract 2514,,5952,5952,3350,479,890,56.28,8.05,14.95,49880,0,0,0,0,0,0,0,0,31,3130,2844,101,0,2,90.86,3.23,0,0.06,0.4328
6095251500,"Census Tract 2515, Solano County, California",ca,140,0,6,95,251500,Census Tract 2515,,3592,3592,1224,590,369,34.08,16.43,10.27,28283,148,305,53,127,4.19,8.64,1.5,3.6,32,1518,1244,19,0,132,81.95,1.25,0,8.7,0.4815
6095251600,"Census Tract 2516, Solano County, California",ca,140,0,6,95,251600,Census Tract 2516,,2604,2604,811,616,47,31.14,23.66,1.8,29739,164,34,50,99,6.32,1.31,1.93,3.82,41,1071,871,64,0,35,81.33,5.98,0,3.27,0.3901
6095251701,"Census Tract 2517.01, Solano County, California",ca,140,0,6,95,251701,Census Tract 2517.01,,3449,3449,1201,821,344,34.82,23.8,9.97,33617,63,121,19,29,1.91,3.67,0.58,0.88,41,1758,1492,115,0,37,84.87,6.54,0,2.1,0.3834
6095251702,"Census Tract 2517.02, Solano County, California",ca,140,0,6,95,251702,Census Tract 2517.02,,2803,2803,743,724,982,26.51,25.83,35.03,35200,110,11,0,0,3.94,0.39,0,0,34,1547,1340,85,0,67,86.62,5.49,0,4.33,0.4034
6095251802,"Census Tract 2518.02, Solano County, California",ca,140,0,6,95,251802,Census Tract 2518.02,,3174,3174,619,1354,373,19.5,42.66,11.75,36587,91,177,0,0,2.94,5.73,0,0,39,1508,1153,226,0,0,76.46,14.99,0,0,0.6663
6095251803,"Census Tract 2518.03, Solano County, California",ca,140,0,6,95,251803,Census Tract 2518.03,,4774,4774,1780,665,1044,37.29,13.93,21.87,35362,0,70,0,23,0,1.53,0,0.5,34,2264,2060,59,16,37,90.99,2.61,0.71,1.63,0.3084
6095251804,"Census Tract 2518.04, Solano County, California",ca,140,0,6,95,251804,Census Tract 2518.04,,3313,3313,683,210,1148,20.62,6.34,34.65,41697,48,40,6,0,1.48,1.24,0.19,0,43,1704,1309,16,0,13,76.82,0.94,0,0.76,0.3074
6095251901,"Census Tract 2519.01, Solano County, California",ca,140,0,6,95,251901,Census Tract 2519.01,,5762,5762,1742,1416,1025,30.23,24.57,17.79,30579,442,110,0,8,8.57,2.13,0,0.16,43,2164,1843,143,0,19,85.17,6.61,0,0.88,0.4207
6095251902,"Census Tract 2519.02, Solano County, California",ca,140,0,6,95,251902,Census Tract 2519.02,,5481,5481,942,925,1201,17.19,16.88,21.91,30568,141,176,0,0,2.63,3.28,0,0,38,2446,2171,88,0,20,88.76,3.6,0,0.82,0.3474
6095251903,"Census Tract 2519.03, Solano County, California",ca,140,0,6,95,251903,Census Tract 2519.03,,5672,5672,945,1561,1558,16.66,27.52,27.47,38277,215,0,0,0,3.88,0,0,0,36,2375,2208,46,0,0,92.97,1.94,0,0,0.4455
6095252000,"Census Tract 2520, Solano County, California",ca,140,0,6,95,252000,Census Tract 2520,,4203,4203,3624,1,150,86.22,0.02,3.57,61812,0,46,99,0,0,1.1,2.37,0,33,2246,1579,34,12,26,70.3,1.51,0.53,1.16,0.4621
6095252102,"Census Tract 2521.02, Solano County, California",ca,140,0,6,95,252102,Census Tract 2521.02,,4224,4224,2545,182,509,60.25,4.31,12.05,51115,0,21,76,0,0,0.5,1.81,0,32,1901,1408,98,0,0,74.07,5.16,0,0,0.4316
6095252103,"Census Tract 2521.03, Solano County, California",ca,140,0,6,95,252103,Census Tract 2521.03,,6673,6673,1429,1578,2188,21.41,23.65,32.79,41268,145,161,0,12,2.21,2.46,0,0.18,32,3263,2945,78,0,0,90.25,2.39,0,0,0.415
6095252104,"Census Tract 2521.04, Solano County, California",ca,140,0,6,95,252104,Census Tract 2521.04,,5837,5837,2867,389,1464,49.12,6.66,25.08,64393,32,16,27,0,0.55,0.28,0.47,0,35,2721,2121,117,0,8,77.95,4.3,0,0.29,0.3735
6095252105,"Census Tract 2521.05, Solano County, California",ca,140,0,6,95,252105,Census Tract 2521.05,,3112,3112,2018,57,486,64.85,1.83,15.62,65728,77,0,17,0,2.47,0,0.55,0,38,1627,1306,33,0,8,80.27,2.03,0,0.49,0.3813
6095252106,"Census Tract 2521.06, Solano County, California",ca,140,0,6,95,252106,Census Tract 2521.06,,4479,4479,3089,81,564,68.97,1.81,12.59,54213,678,108,42,0,15.25,2.43,0.94,0,38,1981,1420,154,0,23,71.68,7.77,0,1.16,0.4041
6095252107,"Census Tract 2521.07, Solano County, California",ca,140,0,6,95,252107,Census Tract 2521.07,,3342,3342,1919,180,508,57.42,5.39,15.2,56245,28,130,23,0,0.85,3.95,0.7,0,31,1720,1469,38,0,29,85.41,2.21,0,1.69,0.4066
6095252108,"Census Tract 2521.08, Solano County, California",ca,140,0,6,95,252108,Census Tract 2521.08,,2996,2996,2207,157,155,73.66,5.24,5.17,71636,6,8,22,0,0.2,0.27,0.74,0,29,1494,1210,11,0,35,80.99,0.74,0,2.34,0.3931
6095252203,"Census Tract 2522.03, Solano County, California",ca,140,0,6,95,252203,Census Tract 2522.03,,4121,4121,1746,183,1544,42.37,4.44,37.47,71513,391,54,40,18,9.49,1.31,0.97,0.44,31,2238,1654,75,0,43,73.91,3.35,0,1.92,0.4194
6095252204,"Census Tract 2522.04, Solano County, California",ca,140,0,6,95,252204,Census Tract 2522.04,,5524,5524,2522,607,1487,45.66,10.99,26.92,54423,62,19,0,0,1.13,0.35,0,0,36,2310,1863,14,4,29,80.65,0.61,0.17,1.26,0.3728
6095252205,"Census Tract 2522.05, Solano County, California",ca,140,0,6,95,252205,Census Tract 2522.05,,8501,8501,3049,789,3078,35.87,9.28,36.21,50878,0,0,0,37,0,0,0,0.44,35,4291,3704,89,13,0,86.32,2.07,0.3,0,0.3764
6095252206,"Census Tract 2522.06, Solano County, California",ca,140,0,6,95,252206,Census Tract 2522.06,,5955,5955,1628,293,1563,27.34,4.92,26.25,45997,0,44,0,0,0,0.76,0,0,39,2953,2253,0,0,12,76.3,0,0,0.41,0.3229
6095252305,"Census Tract 2523.05, Solano County, California",ca,140,0,6,95,252305,Census Tract 2523.05,,6178,6178,3416,479,1469,55.29,7.75,23.78,48336,290,389,65,0,4.74,6.36,1.06,0,30,3304,2706,35,0,32,81.9,1.06,0,0.97,0.3479
6095252306,"Census Tract 2523.06, Solano County, California",ca,140,0,6,95,252306,Census Tract 2523.06,,3058,3058,1871,512,189,61.18,16.74,6.18,44834,77,20,0,0,2.52,0.65,0,0,29,1489,1276,15,0,14,85.7,1.01,0,0.94,0.3511
6095252310,"Census Tract 2523.10, Solano County, California",ca,140,0,6,95,252310,Census Tract 2523.10,,3099,3099,1698,417,531,54.79,13.46,17.13,80062,100,25,0,0,3.24,0.81,0,0,32,1216,963,11,0,0,79.19,0.9,0,0,0.4197
6095252311,"Census Tract 2523.11, Solano County, California",ca,140,0,6,95,252311,Census Tract 2523.11,,4305,4305,1511,841,890,35.1,19.54,20.67,58779,355,88,0,0,8.45,2.1,0,0,33,2379,1909,30,13,20,80.24,1.26,0.55,0.84,0.3414
6095252312,"Census Tract 2523.12, Solano County, California",ca,140,0,6,95,252312,Census Tract 2523.12,,3769,3769,2047,474,590,54.31,12.58,15.65,43696,142,273,20,21,3.85,7.41,0.54,0.57,28,1745,1386,19,0,13,79.43,1.09,0,0.74,0.3953
6095252313,"Census Tract 2523.13, Solano County, California",ca,140,0,6,95,252313,Census Tract 2523.13,,4835,4835,2348,614,1082,48.56,12.7,22.38,48279,193,60,38,19,4.05,1.26,0.8,0.4,35,1929,1587,48,0,0,82.27,2.49,0,0,0.4506
6095252314,"Census Tract 2523.14, Solano County, California",ca,140,0,6,95,252314,Census Tract 2523.14,,4441,4441,1730,1135,654,38.96,25.56,14.73,39656,72,118,11,0,1.67,2.74,0.26,0,27,2349,1815,44,0,41,77.27,1.87,0,1.75,0.3581
6095252315,"Census Tract 2523.15, Solano County, California",ca,140,0,6,95,252315,Census Tract 2523.15,,3852,3852,1618,755,946,42,19.6,24.56,47378,0,12,46,0,0,0.32,1.21,0,33,1829,1634,30,0,5,89.34,1.64,0,0.27,0.3896
6095252316,"Census Tract 2523.16, Solano County, California",ca,140,0,6,95,252316,Census Tract 2523.16,,3679,3679,1132,469,806,30.77,12.75,21.91,35115,212,46,105,90,5.98,1.3,2.96,2.54,38,1728,1639,5,0,5,94.85,0.29,0,0.29,0.3677
6095252317,"Census Tract 2523.17, Solano County, California",ca,140,0,6,95,252317,Census Tract 2523.17,,13124,13124,3763,3333,3352,28.67,25.4,25.54,50052,560,37,195,43,4.41,0.29,1.54,0.34,37,6364,5775,164,0,0,90.74,2.58,0,0,0.3942
6095252401,"Census Tract 2524.01, Solano County, California",ca,140,0,6,95,252401,Census Tract 2524.01,,4820,4820,2000,692,277,41.49,14.36,5.75,25472,54,187,33,10,1.13,3.93,0.69,0.21,33,2116,1773,84,1,133,83.79,3.97,0.05,6.29,0.3646
6095252402,"Census Tract 2524.02, Solano County, California",ca,140,0,6,95,252402,Census Tract 2524.02,,5610,5610,1885,522,439,33.6,9.3,7.83,29194,165,11,0,85,3.02,0.2,0,1.56,32,2238,1961,140,0,20,87.62,6.26,0,0.89,0.4088
6095252501,"Census Tract 2525.01, Solano County, California",ca,140,0,6,95,252501,Census Tract 2525.01,,3067,3067,1341,412,214,43.72,13.43,6.98,23339,371,16,0,0,12.8,0.55,0,0,30,1384,1194,66,0,28,86.27,4.77,0,2.02,0.4647
6095252502,"Census Tract 2525.02, Solano County, California",ca,140,0,6,95,252502,Census Tract 2525.02,,1599,1599,629,344,159,39.34,21.51,9.94,30201,197,6,0,0,15.27,0.47,0,0,29,714,615,8,11,6,86.13,1.12,1.54,0.84,0.3743
6095252604,"Census Tract 2526.04, Solano County, California",ca,140,0,6,95,252604,Census Tract 2526.04,,4004,4004,2043,558,284,51.02,13.94,7.09,32923,132,442,0,0,3.49,11.69,0,0,30,2046,1944,12,0,27,95.01,0.59,0,1.32,0.339
6095252605,"Census Tract 2526.05, Solano County, California",ca,140,0,6,95,252605,Census Tract 2526.05,,5914,5914,2086,1066,766,35.27,18.03,12.95,33178,446,18,50,31,7.8,0.31,0.87,0.54,38,2764,2381,28,17,63,86.14,1.01,0.62,2.28,0.5169
6095252606,"Census Tract 2526.06, Solano County, California",ca,140,0,6,95,252606,Census Tract 2526.06,,6206,6206,2316,1102,669,37.32,17.76,10.78,24856,485,32,0,55,8.03,0.53,0,0.91,33,2619,2076,90,50,172,79.27,3.44,1.91,6.57,0.4214
6095252607,"Census Tract 2526.07, Solano County, California",ca,140,0,6,95,252607,Census Tract 2526.07,,3740,3740,1578,427,250,42.19,11.42,6.68,22865,151,81,0,65,4.15,2.23,0,1.79,36,1357,1165,92,1,8,85.85,6.78,0.07,0.59,0.3482
6095252608,"Census Tract 2526.08, Solano County, California",ca,140,0,6,95,252608,Census Tract 2526.08,,4559,4559,1820,844,460,39.92,18.51,10.09,30517,526,140,1,0,11.8,3.14,0.02,0,30,2022,1822,28,0,9,90.11,1.38,0,0.45,0.3424
6095252610,"Census Tract 2526.10, Solano County, California",ca,140,0,6,95,252610,Census Tract 2526.10,,2906,2906,1156,503,432,39.78,17.31,14.87,33600,191,46,0,0,6.57,1.58,0,0,31,1391,1220,0,27,0,87.71,0,1.94,0,0.3109
6095252611,"Census Tract 2526.11, Solano County, California",ca,140,0,6,95,252611,Census Tract 2526.11,,3846,3846,1195,645,407,31.07,16.77,10.58,23983,20,0,12,0,0.53,0,0.32,0,27,1678,1560,0,0,31,92.97,0,0,1.85,0.3596
6095252702,"Census Tract 2527.02, Solano County, California",ca,140,0,6,95,252702,Census Tract 2527.02,,6893,6893,2209,2084,1026,32.05,30.23,14.88,37194,56,49,45,0,0.82,0.72,0.66,0,39,2834,2653,43,0,0,93.61,1.52,0,0,0.4605
6095252703,"Census Tract 2527.03, Solano County, California",ca,140,0,6,95,252703,Census Tract 2527.03,,4222,4222,1285,1052,690,30.44,24.92,16.34,34668,64,0,0,10,1.56,0,0,0.24,35,1912,1770,7,0,0,92.57,0.37,0,0,0.405
6095252704,"Census Tract 2527.04, Solano County, California",ca,140,0,6,95,252704,Census Tract 2527.04,,5345,5345,1538,997,729,28.77,18.65,13.64,33433,92,417,0,0,1.73,7.86,0,0,30,2457,2169,13,0,8,88.28,0.53,0,0.33,0.3742
6095252705,"Census Tract 2527.05, Solano County, California",ca,140,0,6,95,252705,Census Tract 2527.05,,6372,6372,1991,959,978,31.25,15.05,15.35,37889,207,0,35,0,3.28,0,0.55,0,31,3192,2910,54,0,47,91.17,1.69,0,1.47,0.3125
6095252706,"Census Tract 2527.06, Solano County, California",ca,140,0,6,95,252706,Census Tract 2527.06,,4247,4247,1439,742,1252,33.88,17.47,29.48,38963,77,0,70,0,1.83,0,1.66,0,37,2334,2042,114,0,11,87.49,4.88,0,0.47,0.3098
6095252707,"Census Tract 2527.07, Solano County, California",ca,140,0,6,95,252707,Census Tract 2527.07,,4297,4297,2109,779,465,49.08,18.13,10.82,35323,97,0,29,0,2.29,0,0.68,0,34,2144,1995,71,9,34,93.05,3.31,0.42,1.59,0.3608
6095252801,"Census Tract 2528.01, Solano County, California",ca,140,0,6,95,252801,Census Tract 2528.01,,2720,2720,1767,286,173,64.96,10.51,6.36,25944,260,12,138,238,10.04,0.46,5.33,9.19,12,1105,1002,0,36,0,90.68,0,3.26,0,0.2843
6095252802,"Census Tract 2528.02, Solano County, California",ca,140,0,6,95,252802,Census Tract 2528.02,,990,990,633,44,80,63.94,4.44,8.08,25531,222,7,98,21,38.61,1.22,17.04,3.65,12,602,454,0,63,72,75.42,0,10.47,11.96,0.2842
6095252903,"Census Tract 2529.03, Solano County, California",ca,140,0,6,95,252903,Census Tract 2529.03,,4508,4508,3414,213,147,75.73,4.72,3.26,62223,24,0,13,0,0.54,0,0.29,0,30,2052,1723,0,0,34,83.97,0,0,1.66,0.4275
6095252904,"Census Tract 2529.04, Solano County, California",ca,140,0,6,95,252904,Census Tract 2529.04,,8528,8528,5373,405,1574,63,4.75,18.46,49684,507,243,0,95,6.04,2.89,0,1.13,32,4141,3611,25,0,0,87.2,0.6,0,0,0.3868
6095252908,"Census Tract 2529.08, Solano County, California",ca,140,0,6,95,252908,Census Tract 2529.08,,3708,3708,1961,389,487,52.89,10.49,13.13,37320,159,45,62,0,4.3,1.22,1.68,0,32,1920,1783,22,7,11,92.86,1.15,0.36,0.57,0.2839
6095252909,"Census Tract 2529.09, Solano County, California",ca,140,0,6,95,252909,Census Tract 2529.09,,5112,5112,2971,503,550,58.12,9.84,10.76,49094,97,16,31,0,1.96,0.32,0.63,0,32,2625,2351,11,10,9,89.56,0.42,0.38,0.34,0.3346
6095252910,"Census Tract 2529.10, Solano County, California",ca,140,0,6,95,252910,Census Tract 2529.10,,4900,4900,3013,258,603,61.49,5.27,12.31,45985,132,17,166,0,2.73,0.35,3.43,0,31,2394,2050,30,40,0,85.63,1.25,1.67,0,0.316
6095252911,"Census Tract 2529.11, Solano County, California",ca,140,0,6,95,252911,Census Tract 2529.11,,5330,5330,3841,315,577,72.06,5.91,10.83,53847,41,35,13,26,0.78,0.67,0.25,0.5,22,2209,1796,11,0,14,81.3,0.5,0,0.63,0.4557
6095252912,"Census Tract 2529.12, Solano County, California",ca,140,0,6,95,252912,Census Tract 2529.12,,5495,5495,3336,205,803,60.71,3.73,14.61,57133,348,72,8,8,6.39,1.32,0.15,0.15,27,2926,2592,0,47,23,88.59,0,1.61,0.79,0.3355
6095252913,"Census Tract 2529.13, Solano County, California",ca,140,0,6,95,252913,Census Tract 2529.13,,4622,4622,3343,247,339,72.33,5.34,7.33,47759,171,51,42,14,3.78,1.13,0.93,0.31,26,2302,1914,21,0,0,83.15,0.91,0,0,0.3598
6095252914,"Census Tract 2529.14, Solano County, California",ca,140,0,6,95,252914,Census Tract 2529.14,,5750,5750,3074,645,582,53.46,11.22,10.12,44810,140,56,0,0,2.48,0.99,0,0,33,2451,2217,23,0,0,90.45,0.94,0,0,0.3634
6095252915,"Census Tract 2529.15, Solano County, California",ca,140,0,6,95,252915,Census Tract 2529.15,,6449,6449,3185,452,1063,49.39,7.01,16.48,53954,103,255,20,0,1.64,4.06,0.32,0,33,3215,2636,39,0,0,81.99,1.21,0,0,0.2927
6095253000,"Census Tract 2530, Solano County, California",ca,140,0,6,95,253000,Census Tract 2530,,5774,5774,1165,2523,280,20.18,43.7,4.85,5374,0,0,0,0,,,,,,0,0,0,0,0,,,,,
6095253101,"Census Tract 2531.01, Solano County, California",ca,140,0,6,95,253101,Census Tract 2531.01,,5156,5156,4169,31,306,80.86,0.6,5.93,49946,83,27,48,0,1.63,0.53,0.94,0,23,2534,2215,9,0,142,87.41,0.36,0,5.6,0.4015
6095253105,"Census Tract 2531.05, Solano County, California",ca,140,0,6,95,253105,Census Tract 2531.05,,7130,7130,3957,1097,355,55.5,15.39,4.98,41444,536,223,101,0,7.52,3.13,1.42,0,24,3882,3383,0,0,72,87.15,0,0,1.85,0.3573
6095253106,"Census Tract 2531.06, Solano County, California",ca,140,0,6,95,253106,Census Tract 2531.06,,3797,3797,2608,444,98,68.69,11.69,2.58,38504,150,46,35,0,3.99,1.22,0.93,0,25,1802,1639,0,9,48,90.95,0,0.5,2.66,0.3488
6095253107,"Census Tract 2531.07, Solano County, California",ca,140,0,6,95,253107,Census Tract 2531.07,,5862,5862,3253,235,544,55.49,4.01,9.28,33246,104,208,41,39,1.8,3.6,0.71,0.67,29,2906,2713,38,9,16,93.36,1.31,0.31,0.55,0.3922
6095253108,"Census Tract 2531.08, Solano County, California",ca,140,0,6,95,253108,Census Tract 2531.08,,3875,3875,2602,181,300,67.15,4.67,7.74,39208,53,62,0,0,1.41,1.65,0,0,26,1833,1586,0,31,37,86.52,0,1.69,2.02,0.4334
6095253201,"Census Tract 2532.01, Solano County, California",ca,140,0,6,95,253201,Census Tract 2532.01,,5230,5230,3959,75,104,75.7,1.43,1.99,56514,0,14,0,0,0,0.27,0,0,29,2172,1939,0,25,50,89.27,0,1.15,2.3,0.3694
6095253203,"Census Tract 2532.03, Solano County, California",ca,140,0,6,95,253203,Census Tract 2532.03,,3922,3922,2751,160,165,70.14,4.08,4.21,34876,278,141,82,20,7.28,3.69,2.15,0.52,37,1724,1491,0,7,33,86.48,0,0.41,1.91,0.3698
6095253205,"Census Tract 2532.05, Solano County, California",ca,140,0,6,95,253205,Census Tract 2532.05,,3091,3091,2001,150,418,64.74,4.85,13.52,39465,197,46,40,0,6.48,1.51,1.32,0,28,1317,961,0,29,20,72.97,0,2.2,1.52,0.4087
6095253206,"Census Tract 2532.06, Solano County, California",ca,140,0,6,95,253206,Census Tract 2532.06,,3894,3894,2586,106,481,66.41,2.72,12.35,67315,29,56,24,0,0.76,1.46,0.63,0,32,2012,1777,28,0,0,88.32,1.39,0,0,0.3932
6095253207,"Census Tract 2532.07, Solano County, California",ca,140,0,6,95,253207,Census Tract 2532.07,,2539,2539,1974,125,157,77.75,4.92,6.18,57046,0,0,7,0,0,0,0.28,0,28,1217,1107,44,0,2,90.96,3.62,0,0.16,0.4616
6095253208,"Census Tract 2532.08, Solano County, California",ca,140,0,6,95,253208,Census Tract 2532.08,,4842,4842,3193,235,245,65.94,4.85,5.06,38557,362,0,0,15,7.53,0,0,0.31,26,2344,2107,36,0,0,89.89,1.54,0,0,0.4282
6095253300,"Census Tract 2533, Solano County, California",ca,140,0,6,95,253300,Census Tract 2533,,2972,2972,2405,23,37,80.92,0.77,1.24,49990,0,52,0,28,0,1.79,0,0.96,26,1375,1025,19,5,29,74.55,1.38,0.36,2.11,0.3933
